Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
,Blueberry Dynamite-1KR973-31,"Flower, Inhalable",2017-11-15,,702,,,,,,0.0,0.011,0.007,0.0,0.0,0.0,0.007,0.033,0.053,0.004,0.011,0.055,0.657,0.0,0.151,1.664,,0.287,0.116,0.0,0.0,,,,,,,,,,,,,,
,Nitro Cookies,"Flower, Inhalable",2017-11-15,,702,,,,,,0.0,0.01,0.019,0.0,0.0,0.0,0.004,0.1,0.0,0.011,0.096,0.298,0.037,0.0,0.746,0.318,,0.063,0.416,0.0,0.0,,,,,,,,,,,,,,
,Moolah,"Flower, Inhalable",2017-11-15,,702,,,,,,0.003,0.008,0.012,0.0,0.0,0.1,0.008,0.048,0.0,0.06,0.117,0.173,0.043,0.001,0.426,0.86,,0.064,0.25,0.0,0.0,,,,,,,,,,,,,,
,Lemon Cake,"Flower, Inhalable",2017-11-15,,702,,,,,,0.019,0.004,0.031,0.018,0.001,0.005,0.004,0.04,0.004,0.367,0.133,0.177,0.049,0.01,0.467,0.154,,0.075,0.155,0.008,0.002,,,,,,,,,,,,,,
,Blue Shark,"Flower, Inhalable",2017-11-15,,702,,,,,,0.0,0.019,0.0,0.002,0.0,0.107,0.006,0.038,0.0,0.005,0.043,0.015,0.673,0.0,0.051,0.956,,0.211,0.125,0.0,0.0,,,,,,,,,,,,,,
,Grape Double Bubba,"Flower, Inhalable",2017-11-15,,702,,,,,,0.0,0.01,0.008,0.0,0.003,0.004,0.008,0.149,0.0,0.005,0.156,0.133,0.033,0.0,0.439,0.333,,0.064,0.297,0.0,0.0,,,,,,,,,,,,,,
,Kayas Dream,"Flower, Inhalable",2017-11-15,,702,,,,,,0.0,0.023,0.018,0.003,0.0,0.007,0.004,0.087,0.002,0.006,0.077,0.106,1.099,0.0,0.329,0.875,,0.486,0.309,0.0,0.0,,,,,,,,,,,,,,
,Blueberry Dynamite,"Flower, Inhalable",2017-11-15,,702,,,,,,0.0,0.01,0.004,0.0,0.0,0.0,0.008,0.023,0.054,0.003,0.006,0.044,0.572,0.0,0.115,1.386,,0.244,0.1,0.0,0.0,,,,,,,,,,,,,,
,Super Glue,"Flower, Inhalable",2017-11-15,,702,,,,,,0.0,0.009,0.04,0.001,0.004,0.008,0.001,0.046,0.0,0.004,0.114,0.212,0.031,0.0,0.682,0.21,,0.059,0.306,0.0,0.0,,,,,,,,,,,,,,
,Cheese #1,"Flower, Inhalable",2017-11-15,,702,,,,,,0.0,0.014,0.028,0.004,0.0,0.133,0.0,0.046,0.001,0.006,0.055,0.185,0.052,0.0,0.431,0.157,,0.091,0.462,0.0,0.0,,,,,,,,,,,,,,
,Maui Dawg,"Flower, Inhalable",2017-11-15,,702,,,,,,0.024,0.01,0.017,0.004,0.0,0.018,0.005,0.034,0.154,0.435,0.051,0.089,0.071,0.011,0.295,0.11,,0.121,0.351,0.008,0.003,,,,,,,,,,,,,,
,Wifi OG (A),"Flower, Inhalable",2017-11-15,,702,,,,,,0.0,0.007,0.042,0.0,0.004,0.0,0.0,0.032,0.0,0.005,0.141,0.214,0.026,0.0,0.69,0.088,,0.053,0.252,0.0,0.0,,,,,,,,,,,,,,
,Kings of the North/Gold Country Cannabis -Candyland,"Flower, Inhalable",2017-11-22,,1,,,,,,0.0,0.019,0.022,0.0,0.0,0.0,0.0,0.266,0.0,0.015,0.218,0.385,0.064,0.0,0.968,0.187,,0.13,0.777,0.0,0.0,,,,,,,,,,,,,,
,Pattern Regeneration X The Comptene Germplasm Respository- Grapefruit Moon,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.004,0.002,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.01,0.074,0.3,0.0,0.245,1.235,,0.139,0.144,0.0,0.0,,,,,,,,,,,,,,
,Strawberry Banana,"Flower, Inhalable",2017-09-08,,708,,,,,,0.0,0.015,0.009,0.0,0.0,0.0,0.0,0.004,0.076,0.003,0.006,0.072,0.14,0.0,0.269,0.361,,0.122,0.447,0.0,0.0,,,,,,,,,,,,,,
,Pineapple Express,"Flower, Inhalable",2017-09-08,,708,,,,,,0.0,0.009,0.011,0.0,0.0,0.0,0.0,0.064,0.031,0.002,0.009,0.274,0.044,0.0,0.722,0.559,,0.067,0.394,0.0,0.0,,,,,,,,,,,,,,
,Cherry Pie,"Flower, Inhalable",2017-09-08,,708,,,,,,0.0,0.012,0.004,0.0,0.0,0.0,0.0,0.08,0.036,0.007,0.011,0.11,0.082,0.0,0.305,0.091,,0.092,0.398,0.0,0.0,,,,,,,,,,,,,,
,Diamond OG,"Flower, Inhalable",2017-08-31,,711,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.076,0.0,0.0,0.047,0.279,0.0,0.177,0.626,,0.103,0.172,0.0,0.0,,,,,,,,,,,,,,
,Banana Split,"Flower, Inhalable",2017-08-31,,711,,,,,,0.028,0.0,0.0,0.0,0.0,0.031,0.0,0.083,0.0,0.768,0.0,0.018,0.049,0.018,0.062,0.461,,0.088,0.27,0.0,0.0,,,,,,,,,,,,,,
,Lemon Meringe Sauce,"Concentrate, Inhalable",2018-01-22,,711,,,,,,0.114,0.005,0.102,0.016,0.0,0.0,0.092,0.018,0.368,3.438,0.024,0.498,0.129,0.086,1.174,0.179,,0.228,0.294,0.05,0.02,,,,,,,,,,,,,,
,Koffee,"Concentrate, Inhalable",2017-08-31,,713,,,,,,0.0,0.014,0.082,0.0,0.004,0.007,0.0,0.214,0.0,0.013,0.507,0.288,0.232,0.0,1.011,0.816,,0.168,0.386,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue #1,"Concentrate, Inhalable",2017-09-27,,722,,,,,,0.0,0.012,0.102,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.376,0.464,0.032,0.0,1.431,0.034,,0.058,0.099,0.0,0.0,,,,,,,,,,,,,,
,Stardawg 1-MJS,"Flower, Inhalable",2017-08-18,,725,,,,,,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.074,0.215,0.0,0.077,0.134,0.071,0.0,0.33,0.584,,0.043,0.146,0.0,0.0,,,,,,,,,,,,,,
,Stardawg 2,"Flower, Inhalable",2017-08-18,,725,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.206,0.0,0.05,0.149,0.11,0.0,0.374,0.54,,0.055,0.141,0.0,0.0,,,,,,,,,,,,,,
,Nuggys Seed Company- Larry Pineapple,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.014,0.0,0.0,0.0,0.147,0.0,0.02,0.0,0.006,0.0,0.062,0.049,0.0,0.213,0.369,,0.094,0.624,0.0,0.0,,,,,,,,,,,,,,
,Esensia- Rum Punch,"Flower, Inhalable",2017-11-14,,1,,,,,,0.068,0.0,0.0,0.002,0.0,0.056,0.0,0.055,0.025,1.812,0.0,0.059,0.08,0.034,0.233,0.54,,0.155,0.18,0.019,0.006,,,,,,,,,,,,,,
,Paper Boy,"Flower, Inhalable",2017-11-07,,748,,,,,,0.0,0.018,0.01,0.0,0.0,0.0,0.0,0.157,0.0,0.008,0.0,0.096,0.052,0.0,0.293,0.224,,0.068,0.346,0.0,0.0,,,,,,,,,,,,,,
,Zelda,"Flower, Inhalable",2017-12-06,,748,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.128,0.033,0.0,0.422,0.018,,0.06,0.395,0.0,0.0,,,,,,,,,,,,,,
,KDS Seeds- Primal Scream,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.008,0.005,0.0,0.0,0.001,0.0,0.086,0.0,0.0,0.0,0.024,0.504,0.0,0.053,1.066,,0.229,0.078,0.0,0.0,,,,,,,,,,,,,,
,Bubble Gum,"Flower, Inhalable",2017-07-25,,758,,,,,,0.0,0.007,0.01,0.003,0.0,0.068,0.0,0.022,0.0,0.0,0.035,0.064,0.334,0.0,0.153,1.094,,0.164,0.107,0.0,0.0,,,,,,,,,,,,,,
,Special Queen,"Flower, Inhalable",2017-07-25,,758,,,,,,0.0,0.004,0.006,0.0,0.0,0.032,0.0,0.01,0.0,0.0,0.025,0.046,0.276,0.0,0.117,0.584,,0.12,0.055,0.0,0.0,,,,,,,,,,,,,,
,Medusa,"Flower, Inhalable",2017-07-25,,758,,,,,,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.062,0.286,0.0,0.014,0.078,0.276,0.0,0.171,2.249,,0.084,0.116,0.0,0.0,,,,,,,,,,,,,,
,Lemon Garlic OG,"Flower, Inhalable",2017-08-25,,758,,,,,,0.0,0.004,0.01,0.006,0.001,0.0,0.0,0.036,0.0,0.001,0.047,0.06,0.016,0.0,0.155,0.273,,0.021,0.114,0.0,0.0,,,,,,,,,,,,,,
,Bubble Gum,"Flower, Inhalable",2017-09-11,,758,,,,,,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.117,0.0,0.002,0.048,0.092,0.026,0.0,0.299,0.379,,0.052,0.257,0.0,0.0,,,,,,,,,,,,,,
,Bubble Gum,"Flower, Inhalable",2017-11-01,,758,,,,,,0.0,0.006,0.008,0.001,0.0,0.002,0.009,0.003,0.155,0.002,0.087,0.056,0.441,0.0,0.192,2.046,,0.199,0.088,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue #4,"Flower, Inhalable",2017-07-21,,761,,,,,,0.0,0.008,0.007,0.0,0.007,0.0,0.0,0.046,0.0,0.004,0.082,0.144,0.029,0.0,0.476,0.174,,0.054,0.224,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Fuel,"Flower, Inhalable",2017-11-28,,761,,,,,,0.0,0.012,0.013,0.0,0.01,0.006,0.0,0.123,0.002,0.009,0.118,0.382,0.038,0.0,1.2,0.301,,0.074,0.542,0.0,0.0,,,,,,,,,,,,,,
,LA Cheese,"Indica, Flower, Inhalable",2017-07-21,,762,,,,,,0.0,0.007,0.005,0.007,0.0,0.008,0.0,0.057,0.0,0.0,0.057,0.125,0.029,0.0,0.279,0.058,,0.044,0.232,0.0,0.0,,,,,,,,,,,,,,
,Magic Beans,"Flower, Inhalable",2017-07-21,,763,,,,,,0.0,0.014,0.005,0.0,0.008,0.0,0.0,0.145,0.001,0.014,0.034,0.074,0.046,0.0,0.234,0.626,,0.09,0.393,0.0,0.0,,,,,,,,,,,,,,
,Blue Dream,"Flower, Inhalable",2017-07-21,,764,,,,,,0.0,0.006,0.004,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.019,0.0,0.355,0.0,0.139,0.724,,0.167,0.088,0.0,0.0,,,,,,,,,,,,,,
,The Gooda,"Flower, Inhalable",2017-10-23,,764,,,,,,0.0,0.008,0.017,0.009,0.0,0.0,0.0,0.115,0.001,0.008,0.007,0.168,0.03,0.0,0.53,0.196,,0.058,0.358,0.0,0.0,,,,,,,,,,,,,,
,Skywalker Snervel,"Flower, Inhalable",2017-10-23,,764,,,,,,0.0,0.008,0.027,0.0,0.0,0.0,0.004,0.064,0.001,0.005,0.069,0.266,0.026,0.0,0.884,0.591,,0.052,0.391,0.0,0.0,,,,,,,,,,,,,,
,Durban Snervel,"Flower, Inhalable",2017-10-23,,764,,,,,,0.0,0.007,0.009,0.003,0.0,0.044,0.001,0.076,0.002,0.008,0.034,0.082,0.029,0.0,0.202,0.302,,0.051,0.38,0.001,0.0,,,,,,,,,,,,,,
,Sour Snervel,"Flower, Inhalable",2017-10-23,,764,,,,,,0.0,0.006,0.005,0.0,0.0,0.048,0.008,0.042,0.01,0.005,0.018,0.021,0.255,0.0,0.069,1.603,,0.139,0.226,0.0,0.0,,,,,,,,,,,,,,
,J1,"Flower, Inhalable",2017-10-25,,764,,,,,,0.035,0.005,0.023,0.005,0.0,0.0,0.011,0.062,0.223,0.769,0.01,0.098,0.066,0.02,0.338,0.365,,0.118,0.231,0.012,0.002,,,,,,,,,,,,,,
,Sour Lime,"Flower, Inhalable",2017-10-25,,764,,,,,,0.0,0.023,0.009,0.004,0.001,0.0,0.001,0.079,0.056,0.013,0.065,0.086,0.361,0.0,0.285,0.14,,0.252,0.938,0.0,0.0,,,,,,,,,,,,,,
,Sky Dremer,"Flower, Inhalable",2017-10-25,,764,,,,,,0.0,0.003,0.011,0.0,0.0,0.0,0.004,0.076,0.0,0.004,0.008,0.138,0.014,0.0,0.316,0.887,,0.028,0.171,0.0,0.0,,,,,,,,,,,,,,
,The Manchego,"Flower, Inhalable",2017-10-25,,764,,,,,,0.0,0.006,0.025,0.004,0.0,0.102,0.0,0.144,0.001,0.007,0.004,0.295,0.025,0.0,0.757,0.259,,0.045,0.338,0.0,0.0,,,,,,,,,,,,,,
,Blue Cookies,"Flower, Inhalable",2017-11-29,,764,,,,,,0.0,0.008,0.033,0.001,0.0,0.0,0.0,0.075,0.0,0.004,0.088,0.445,0.028,0.0,1.138,0.102,,0.056,0.395,0.0,0.0,,,,,,,,,,,,,,
,Platinum OG Kush,"Flower, Inhalable",2017-11-29,,764,,,,,,0.0,0.013,0.032,0.0,0.009,0.003,0.007,0.074,0.002,0.008,0.131,0.263,0.051,0.0,0.777,0.746,,0.108,0.604,0.0,0.0,,,,,,,,,,,,,,
,Tahoe OG Kush,"Flower, Inhalable",2017-11-29,,764,,,,,,0.0,0.011,0.014,0.0,0.0,0.0,0.0,0.015,0.0,0.008,0.066,0.075,0.04,0.0,0.235,0.115,,0.076,0.409,0.0,0.0,,,,,,,,,,,,,,
,Candyland,"Flower, Inhalable",2018-03-30,,766,,,,,,0.0,0.007,0.018,0.0,0.0,0.0,0.0,0.085,0.0,0.004,0.019,0.142,0.027,0.0,0.381,0.081,,0.052,0.237,0.0,0.0,,,,,,,,,,,,,,
,Inferno OG,"Flower, Inhalable",2018-03-30,,766,,,,,,0.0,0.002,0.013,0.0,0.002,0.0,0.0,0.02,0.0,0.004,0.004,0.042,0.016,0.0,0.147,0.304,,0.033,0.107,0.0,0.0,,,,,,,,,,,,,,
,Clementine Shatter,"Concentrate, Inhalable",2018-03-30,,766,,,,,,0.0,0.0,0.247,0.0,0.0,0.008,0.0,0.771,0.064,0.0,0.122,0.289,0.029,0.0,1.009,0.619,,0.074,0.164,0.0,0.0,,,,,,,,,,,,,,
,Durban Poison Shatter,"Concentrate, Inhalable",2018-03-30,,766,,,,,,0.048,0.0,0.113,0.015,0.0,0.471,0.069,0.12,0.346,1.302,0.031,0.278,0.507,0.042,0.898,1.784,,0.303,0.281,0.041,0.0,,,,,,,,,,,,,,
,Boss OG,"Concentrate, Inhalable",2018-03-30,,766,,,,,,0.0,0.048,0.093,0.0,0.0,0.0,0.0,0.57,0.0,0.04,0.123,0.325,0.171,0.0,1.018,0.587,,0.336,1.234,0.0,0.0,,,,,,,,,,,,,,
,Billy Kimber,"Flower, Inhalable",2017-12-14,,768,,,,,,0.0,0.012,0.0,0.0,0.024,0.0,0.0,0.183,0.0,0.0,0.019,0.144,0.04,0.0,0.457,0.391,,0.083,0.382,0.0,0.0,,,,,,,,,,,,,,
,Roc OG,"Flower, Inhalable",2017-07-15,,770,,,,,,0.0,0.004,0.006,0.0,0.001,0.047,0.0,0.022,0.0,0.002,0.054,0.023,0.124,0.0,0.081,0.725,,0.073,0.095,0.0,0.0,,,,,,,,,,,,,,
,icebox PR,"Flower, Inhalable",2017-07-14,,771,,,,,,0.0,0.013,0.018,0.0,0.003,0.0,0.0,0.121,0.0,0.004,0.055,0.144,0.045,0.0,0.478,0.871,,0.092,0.411,0.0,0.0,,,,,,,,,,,,,,
,Esensia- Banana Mango,"Flower, Inhalable",2017-11-14,,1,,,,,,0.032,0.0,0.009,0.0,0.0,0.0,0.012,0.012,0.138,0.875,0.0,0.129,0.042,0.018,0.354,0.109,,0.069,0.088,0.008,0.002,,,,,,,,,,,,,,
,Green Rock Botanicals - Gorilla Glue,"Concentrate, Inhalable",2017-11-10,,775,,,,,,0.0,0.0,0.024,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.128,0.013,0.0,0.0,0.033,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Green Rock Botanicals - Pineapple Express,"Concentrate, Inhalable",2017-11-10,,775,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.0,0.0,0.0,0.495,0.112,0.0,1.488,0.619,,0.242,0.776,0.0,0.0,,,,,,,,,,,,,,
,Green Rock Botanicals - Platinum Cookies,"Concentrate, Inhalable",2017-11-10,,775,,,,,,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.282,0.0,0.0,0.193,0.905,0.057,0.0,3.46,0.268,,0.078,0.534,0.0,0.0,,,,,,,,,,,,,,
,Green Rock Botanicals - Grape Ape,"Concentrate, Inhalable",2017-11-10,,775,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131,0.0,0.0,0.368,0.359,0.379,0.0,0.533,0.98,,0.152,0.195,0.0,0.0,,,,,,,,,,,,,,
,Green Rock Botanicals - Grand Daddy Purp,"Concentrate, Inhalable",2017-11-10,,775,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.395,0.0,0.0,0.163,0.762,0.072,0.0,0.577,0.384,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Malama The Roots Farm X Worldwide Roots- Mendo Freeze,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.005,0.004,0.0,0.0,0.001,0.0,0.021,0.0,0.001,0.0,0.055,0.272,0.0,0.127,0.497,,0.134,0.09,0.0,0.0,,,,,,,,,,,,,,
,Dream Queen,"Flower, Inhalable",2017-07-07,,783,,,,,,0.0,0.002,0.011,0.0,0.0,0.0,0.0,0.068,0.099,0.0,0.07,0.078,0.045,0.0,0.191,0.263,,0.032,0.073,0.0,0.0,,,,,,,,,,,,,,
,Sour Cookies,"Concentrate, Inhalable",2017-06-28,,791,,,,,,0.0,0.011,0.155,0.005,0.0,0.0,0.0,0.141,0.0,0.009,0.289,0.579,0.039,0.0,1.821,0.033,,0.06,0.201,0.0,0.0,,,,,,,,,,,,,,
,Game Changer,"Concentrate, Inhalable",2017-06-28,,791,,,,,,0.014,0.012,0.091,0.011,0.008,0.013,0.0,0.212,0.082,0.595,0.376,0.161,0.123,0.009,0.508,0.081,,0.122,0.294,0.012,0.004,,,,,,,,,,,,,,
,Gorilla Cheese,"Concentrate, Inhalable",2017-06-28,,791,,,,,,0.0,0.032,0.284,0.006,0.0,0.172,0.0,0.187,0.013,0.02,0.268,0.66,0.189,0.0,1.753,0.202,,0.216,0.616,0.0,0.0,,,,,,,,,,,,,,
,Awaken 6,"Concentrate, Inhalable",2018-02-09,,793,,,,,,0.0,0.002,0.272,0.017,0.005,0.014,0.0,0.599,0.002,0.017,1.531,2.581,0.003,0.0,5.32,0.012,,0.003,0.03,0.004,0.0,,,,,,,,,,,,,,
,Inspire 6,"Concentrate, Inhalable",2018-02-09,,793,,,,,,0.0,0.0,0.183,0.011,0.003,0.014,0.0,0.378,0.002,0.013,1.055,1.671,0.0,0.0,3.525,0.012,,0.003,0.023,0.002,0.0,,,,,,,,,,,,,,
,Relax 6,"Concentrate, Inhalable",2018-02-09,,793,,,,,,0.0,0.0,0.248,0.015,0.004,0.013,0.0,0.549,0.002,0.016,1.371,2.353,0.004,0.0,4.909,0.009,,0.004,0.029,0.003,0.0,,,,,,,,,,,,,,
,Slumber 7,"Concentrate, Inhalable",2018-02-09,,793,,,,,,0.0,0.0,0.038,0.0,0.0,0.038,0.0,0.024,0.0,0.0,1.064,0.733,0.0,0.0,1.144,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Blackberry Kush,"Flower, Inhalable",2018-02-09,,793,,,,,,0.0,0.013,0.007,0.001,0.0,0.002,0.008,0.068,0.029,0.005,0.08,0.095,0.588,0.0,0.203,0.565,,0.26,0.263,0.0,0.0,,,,,,,,,,,,,,
,Flamingo Farms - Banana Cream #6,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.007,0.001,0.0,0.0,0.0,0.0,0.044,0.0,0.002,0.0,0.097,0.03,0.0,0.317,0.191,,0.053,0.34,0.0,0.0,,,,,,,,,,,,,,
,Cherry Pie OG,"Flower, Inhalable",2018-02-09,,793,,,,,,0.0,0.008,0.021,0.002,0.0,0.001,0.0,0.209,0.001,0.007,0.074,0.298,0.027,0.0,1.008,0.257,,0.051,0.292,0.0,0.0,,,,,,,,,,,,,,
,Sour OG,"Flower, Inhalable",2018-02-09,,793,,,,,,0.0,0.007,0.022,0.0,0.001,0.0,0.0,0.039,0.001,0.004,0.124,0.291,0.021,0.0,0.702,0.091,,0.042,0.224,0.0,0.0,,,,,,,,,,,,,,
,Blueberry Cookies,"Flower, Inhalable",2017-06-30,,799,,,,,,0.0,0.008,0.003,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.023,0.07,0.39,0.0,0.269,0.783,,0.185,0.165,0.0,0.0,,,,,,,,,,,,,,
,$15 Now & Later,"Flower, Inhalable",2017-07-14,,802,,,,,,0.0,0.0,0.008,0.0,0.007,0.004,0.0,0.054,0.04,0.0,0.01,0.019,0.069,0.0,0.066,0.409,,0.024,0.066,0.0,0.0,,,,,,,,,,,,,,
,Headband,"Flower, Inhalable",2017-06-16,,805,,,,,,0.0,0.006,0.007,0.0,0.006,0.0,0.0,0.004,0.0,0.002,0.144,0.185,0.021,0.0,0.481,0.131,,0.042,0.143,0.0,0.0,,,,,,,,,,,,,,
,Chronic Widow,"Flower, Inhalable",2017-10-04,,807,,,,,,0.0,0.003,0.008,0.003,0.0,0.0,0.0,0.046,0.0,0.002,0.0,0.078,0.012,0.0,0.275,0.193,,0.023,0.091,0.0,0.0,,,,,,,,,,,,,,
,Chernobyl,"Flower, Inhalable",2017-10-04,,807,,,,,,0.032,0.006,0.003,0.005,0.003,0.046,0.005,0.007,0.041,0.677,0.013,0.032,0.135,0.014,0.108,0.391,,0.147,0.266,0.011,0.002,,,,,,,,,,,,,,
,Gorilla Glue #4,"Hybrid, Flower, Inhalable",2017-06-14,,808,,,,,,0.0,0.004,0.005,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.026,0.097,0.019,0.0,0.26,0.133,,0.034,0.164,0.0,0.0,,,,,,,,,,,,,,
,Truth,"Flower, Inhalable",2017-06-13,,810,,,,,,0.0,0.007,0.002,0.0,0.006,0.135,0.0,0.03,0.001,0.005,0.013,0.018,0.187,0.0,0.065,1.043,,0.107,0.222,0.0,0.0,,,,,,,,,,,,,,
,Bud Lab OG2,"Flower, Inhalable",2017-06-13,,810,,,,,,0.026,0.001,0.003,0.003,0.002,0.003,0.0,0.003,0.182,0.5,0.008,0.057,0.053,0.017,0.207,0.263,,0.083,0.087,0.01,0.0,,,,,,,,,,,,,,
,Bud Lab OG5,"Flower, Inhalable",2017-06-13,,810,,,,,,0.0,0.005,0.003,0.0,0.001,0.002,0.0,0.002,0.001,0.005,0.025,0.047,0.018,0.0,0.172,0.721,,0.039,0.184,0.0,0.0,,,,,,,,,,,,,,
,Straw-Nana,"Concentrate, Inhalable",2017-06-13,,812,,,,,,0.0,0.03,0.033,0.0,0.0,0.0,0.0,0.01,0.152,0.013,0.02,0.172,0.326,0.0,0.635,0.213,,0.26,0.883,0.0,0.0,,,,,,,,,,,,,,
,Golden Lemons,"Concentrate, Inhalable",2017-06-06,,817,,,,,,0.049,0.01,0.178,0.007,0.0,0.0,0.0,0.063,0.202,0.916,0.14,0.383,0.127,0.031,1.252,0.223,,0.164,0.244,0.029,0.013,,,,,,,,,,,,,,
,CBD Therapy,"Concentrate, Inhalable",2017-06-06,,818,,,,,,0.0,0.0,0.021,0.0,0.0,0.506,0.0,0.292,0.0,0.003,0.26,0.17,0.0,0.0,0.552,0.029,,0.0,0.006,0.0,0.0,,,,,,,,,,,,,,
,CBD Shark Shock,"Concentrate, Inhalable",2017-07-12,,818,,,,,,0.0,0.0,0.005,0.003,0.0,0.174,0.0,0.181,0.0,0.0,0.084,0.087,0.0,0.0,0.238,0.047,,0.0,0.016,0.0,0.0,,,,,,,,,,,,,,
,Sour Diesel,"Concentrate, Inhalable",2017-08-04,,819,,,,,,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.137,0.76,0.065,0.0,1.837,0.07,,0.054,0.182,0.0,0.0,,,,,,,,,,,,,,
,Hemp Oil,"Concentrate, Inhalable",2017-08-04,,819,,,,,,0.0,0.0,0.115,0.031,0.0,0.06,0.0,0.018,0.0,0.0,0.0,0.181,0.0,0.0,0.561,0.038,,0.0,0.046,0.0,0.0,,,,,,,,,,,,,,
,Daisy Hodgeman/Daisy Herbs 'N' Cares - Boss Mama,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.013,0.01,0.0,0.0,0.028,0.223,0.0,0.096,0.645,,0.12,0.132,0.0,0.0,,,,,,,,,,,,,,
,Blue Tara,"Concentrate, Inhalable",2017-10-04,,819,,,,,,0.0,0.027,0.059,0.028,0.0,0.034,0.0,0.391,0.063,0.032,0.0,0.147,0.099,0.0,0.424,0.092,,0.116,0.461,0.0,0.0,,,,,,,,,,,,,,
,Bubba Kush X White Lotus,"Concentrate, Inhalable",2017-10-20,,819,,,,,,0.0,0.0,0.074,0.0,0.0,0.146,0.0,0.124,0.0,0.0,0.0,0.318,0.281,0.0,0.885,0.439,,0.166,0.209,0.0,0.0,,,,,,,,,,,,,,
,Pharmabliss Wax,"Concentrate, Inhalable",2017-06-05,,820,,,,,,0.0,0.031,0.089,0.0,0.01,0.0,0.0,0.557,0.0,0.022,0.152,0.368,0.088,0.0,1.091,0.085,,0.162,0.257,0.0,0.0,,,,,,,,,,,,,,
,Electric Kool Aid,"Hybrid, Flower, Inhalable",2017-06-05,,821,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.397,0.0,0.196,0.681,,0.167,0.098,0.0,0.0,,,,,,,,,,,,,,
,Fruity Chronic Juice,"Indica, Flower, Inhalable",2017-06-05,,821,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.086,0.624,0.0,0.208,0.36,,0.24,0.089,0.0,0.0,,,,,,,,,,,,,,
,DJ Short Blueberry,"Indica, Flower, Inhalable",2017-06-05,,821,,,,,,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.38,0.569,0.0,0.074,0.044,0.023,0.204,0.123,,0.062,0.108,0.0,0.0,,,,,,,,,,,,,,
,Trim Batch 001,"Flower, Inhalable",2017-06-01,,823,,,,,,0.0,0.0,0.027,0.0,0.0,0.009,0.0,0.017,0.016,0.0,0.073,0.059,0.032,0.0,0.137,0.053,,0.017,0.029,0.0,0.0,,,,,,,,,,,,,,
,Fraction 2 18 May,"Concentrate, Inhalable",2017-06-01,,823,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
