Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,delta-9 CBG-A,delta-9 CBG,CBG-A,CBG,CBC,Moisture Content
,CA OG,"Flower, Inhalable",2017-02-08,,18,,,,,,0.0,0.011,0.0,0.0,0.017,0.0,0.0,0.151,0.0,0.0,0.087,0.285,0.086,0.0,0.921,0.523,,0.113,0.657,0.0,0.0,,,,,,,,,,,,,,
,Orange Tree,"Flower, Inhalable",2017-01-30,,26,,,,,,0.0,0.005,0.005,0.0,0.003,0.0,0.0,0.062,0.0,0.0,0.019,0.084,0.019,0.0,0.299,0.143,,0.036,0.181,0.0,0.0,,,,,,,,,,,,,,
,Mimosa,"Flower, Inhalable",2017-11-15,,26,,,,,,0.0,0.004,0.006,0.0,0.003,0.112,0.0,0.153,0.0,0.006,0.042,0.045,0.013,0.0,0.138,0.431,,0.028,0.174,0.0,0.0,,,,,,,,,,,,,,
,Bananimal,"Flower, Inhalable",2017-11-15,,26,,,,,,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.085,0.029,0.005,0.0,0.046,0.185,0.0,0.184,0.175,,0.179,0.564,0.0,0.0,,,,,,,,,,,,,,
,Molecular Farms - Rainbow Gummies,"Flower, Inhalable",2017-11-14,,1,,,,,,0.023,0.003,0.017,0.005,0.0,0.007,0.01,0.014,0.076,0.573,0.019,0.098,0.316,0.015,0.212,0.313,,0.168,0.09,0.012,0.0,,,,,,,,,,,,,,
,Wonderdawg,"Flower, Inhalable",2017-01-28,,27,,,,,,0.0,0.002,0.004,0.0,0.0,0.0,0.0,0.127,0.0,0.0,0.023,0.079,0.01,0.0,0.217,0.573,,0.024,0.095,0.0,0.0,,,,,,,,,,,,,,
,Wonder Dawg,"Flower, Inhalable",2017-04-07,,27,,,,,,0.0,0.005,0.006,0.0,0.001,0.0,0.0,0.169,0.0,0.004,0.041,0.119,0.016,0.0,0.326,0.779,,0.037,0.156,0.0,0.0,,,,,,,,,,,,,,
,Bluezzz (Blue Dream x Zkittlez) Pheno A,"Flower, Inhalable",2017-05-30,,27,,,,,,0.0,0.003,0.003,0.0,0.002,0.02,0.0,0.028,0.0,0.0,0.007,0.014,0.145,0.0,0.03,0.799,,0.062,0.037,0.0,0.0,,,,,,,,,,,,,,
,Boss OG,"Flower, Inhalable",2017-05-30,,27,,,,,,0.0,0.02,0.013,0.0,0.006,0.0,0.0,0.243,0.0,0.005,0.076,0.159,0.071,0.0,0.507,0.694,,0.135,0.686,0.0,0.0,,,,,,,,,,,,,,
,Bluezzz Pheno -A-,"Flower, Inhalable",2017-07-27,,27,,,,,,0.0,0.003,0.007,0.0,0.0,0.039,0.0,0.029,0.0,0.0,0.021,0.027,0.16,0.0,0.063,0.666,,0.069,0.027,0.0,0.0,,,,,,,,,,,,,,
,Zprite,"Flower, Inhalable",2017-09-19,,27,,,,,,0.01,0.002,0.002,0.0,0.0,0.0,0.0,0.042,0.032,0.281,0.033,0.043,0.198,0.005,0.153,0.194,,0.102,0.056,0.005,0.0,,,,,,,,,,,,,,
,Wonder Dawg,"Flower, Inhalable",2017-09-19,,27,,,,,,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.015,0.04,0.009,0.0,0.113,0.239,,0.016,0.057,0.0,0.0,,,,,,,,,,,,,,
,Mr. Clean,"Flower, Inhalable",2017-11-28,,27,,,,,,0.0,0.011,0.011,0.0,0.0,0.001,0.001,0.065,0.001,0.006,0.019,0.059,0.043,0.0,0.168,0.166,,0.08,0.485,0.0,0.0,,,,,,,,,,,,,,
,Wonder Dawg,"Flower, Inhalable",2017-11-28,,27,,,,,,0.0,0.005,0.006,0.0,0.0,0.007,0.002,0.129,0.0,0.004,0.046,0.1,0.016,0.0,0.258,0.615,,0.034,0.149,0.0,0.0,,,,,,,,,,,,,,
,Chiquita Banana,"Concentrate, Inhalable",2017-01-26,,30,,,,,,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.06,0.218,0.021,0.0,0.248,0.197,0.0,0.907,1.061,,0.305,1.938,0.0,0.0,,,,,,,,,,,,,,
,The Grouch,"Concentrate, Inhalable",2017-01-26,,30,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511,0.0,0.007,0.109,0.192,0.016,0.0,0.68,1.239,,0.073,0.607,0.0,0.0,,,,,,,,,,,,,,
,Pearl OG Budder Chips,"Wax, Concentrate, Inhalable",2017-01-26,,30,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576,0.0,0.0,0.126,0.317,0.015,0.0,1.035,0.386,,0.07,0.485,0.0,0.0,,,,,,,,,,,,,,
,Strawberry Banangie,"Concentrate, Inhalable",2017-02-09,,30,,,,,,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.051,0.088,0.507,0.022,0.192,0.034,0.0,0.656,0.342,,0.101,0.598,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue,"Concentrate, Inhalable",2017-02-09,,30,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.013,0.0,0.113,0.329,0.045,0.0,1.113,0.44,,0.113,1.128,0.0,0.0,,,,,,,,,,,,,,
,Golden Strawberries,"Concentrate, Inhalable",2017-02-09,,30,,,,,,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.358,0.0,0.039,0.036,0.197,0.124,0.0,0.709,0.965,,0.218,1.405,0.0,0.0,,,,,,,,,,,,,,
,Jack the Ripper,"Concentrate, Inhalable",2017-02-09,,30,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.087,0.163,0.0,0.653,0.039,0.0,1.815,0.646,,0.088,0.828,0.0,0.0,,,,,,,,,,,,,,
,Orange Cookies,"Concentrate, Inhalable",2017-02-09,,30,,,,,,0.0,0.0,0.0,0.009,0.0,0.132,0.0,0.097,0.0,0.764,0.042,0.23,0.028,0.0,0.728,0.447,,0.084,0.333,0.0,0.0,,,,,,,,,,,,,,
,Lemon Cobra OG,"Concentrate, Inhalable",2017-02-09,,30,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.0,0.054,0.175,0.59,0.097,0.0,1.649,0.435,,0.136,0.703,0.0,0.0,,,,,,,,,,,,,,
,Strawberry Banana,"Concentrate, Inhalable",2017-02-09,,30,,,,,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.036,0.193,0.083,0.0,0.173,0.355,0.0,0.619,0.801,,0.282,1.459,0.0,0.0,,,,,,,,,,,,,,
,Mother of Pearl,"Concentrate, Inhalable",2017-03-08,,30,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.0,0.0,0.29,0.465,0.0,0.0,1.457,0.035,,0.0,0.156,0.0,0.0,,,,,,,,,,,,,,
,Headband,"Concentrate, Inhalable",2017-03-08,,30,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,0.0,0.01,0.297,0.736,0.062,0.0,1.806,0.415,,0.107,0.9,0.0,0.0,,,,,,,,,,,,,,
,Strawnana PNR (#410),"Concentrate, Inhalable",2017-04-06,,30,,,,,,0.0,0.037,0.028,0.0,0.0,0.0,0.0,0.074,0.223,0.156,0.031,0.207,0.176,0.005,0.731,0.729,,0.282,1.301,0.003,0.0,,,,,,,,,,,,,,
,Mochi,"Flower, Inhalable",2017-03-28,,32,,,,,,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.025,0.027,0.0,0.0,0.049,0.161,0.0,0.126,0.547,,0.073,0.133,0.0,0.0,,,,,,,,,,,,,,
,Koi CBD Natural CBD Isolate,"Concentrate, Inhalable",2017-09-20,,33,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,,0.0,0.004,0.0,0.0,,,,,,,,,,,,,,
,Koi Prizm Full Spectrum,"Concentrate, Inhalable",2018-05-30,,33,,,,,,0.0,0.0,0.148,0.0,0.0,0.165,0.0,0.048,0.0,0.0,0.149,0.017,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Promise of the Real,"Flower, Inhalable",2017-01-25,,35,,,,,,0.0,0.015,0.009,0.007,0.004,0.0,0.0,0.148,0.023,0.019,0.158,0.144,0.131,0.0,0.469,0.037,,0.119,0.487,0.002,0.0,,,,,,,,,,,,,,
,Dr. Geryl #6,"Flower, Inhalable",2017-01-25,,35,,,,,,0.0,0.006,0.014,0.0,0.0,0.0,0.0,0.095,0.242,0.0,0.068,0.128,0.179,0.0,0.318,0.056,,0.058,0.204,0.0,0.0,,,,,,,,,,,,,,
,Dr. Geryl #4,"Flower, Inhalable",2017-01-25,,35,,,,,,0.0,0.006,0.013,0.0,0.0,0.044,0.0,0.099,0.243,0.007,0.082,0.099,0.232,0.0,0.345,0.045,,0.06,0.156,0.0,0.0,,,,,,,,,,,,,,
,Dr. Geryl #8,"Flower, Inhalable",2017-01-25,,35,,,,,,0.0,0.008,0.011,0.0,0.0,0.0,0.0,0.033,0.02,0.003,0.039,0.125,0.57,0.0,0.332,0.252,,0.116,0.061,0.0,0.0,,,,,,,,,,,,,,
,Dr. Geryl #5,"Flower, Inhalable",2017-01-25,,35,,,,,,0.0,0.008,0.01,0.0,0.0,0.0,0.0,0.051,0.258,0.007,0.043,0.08,0.406,0.0,0.228,0.331,,0.113,0.151,0.0,0.0,,,,,,,,,,,,,,
,28 Below,"Flower, Inhalable",2017-01-25,,35,,,,,,0.0,0.006,0.034,0.0,0.0,0.042,0.0,0.053,0.001,0.009,0.113,0.192,0.085,0.0,0.549,0.035,,0.071,0.094,0.0,0.0,,,,,,,,,,,,,,
,Molecular Farms - Guava Jam,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.008,0.043,0.003,0.016,0.013,0.0,0.171,0.0,0.018,0.019,0.28,0.034,0.0,0.613,0.136,,0.057,0.422,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Cookies,"Flower, Inhalable",2017-01-25,,39,,,,,,0.0,0.006,0.01,0.002,0.0,0.003,0.0,0.022,0.085,0.004,0.011,0.205,0.501,0.0,0.707,0.672,,0.138,0.088,0.0,0.0,,,,,,,,,,,,,,
,Molecular Farms - Abatin OG,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.017,0.011,0.0,0.004,0.003,0.0,0.128,0.069,0.015,0.009,0.139,0.076,0.0,0.342,0.262,,0.114,0.754,0.0,0.0,,,,,,,,,,,,,,
,HoneyHIGHve Extracts Grandaddy Cheese,"Concentrate, Inhalable",2017-01-25,,42,,,,,,0.0,0.007,0.129,0.038,0.0,0.459,0.0,0.424,0.012,0.007,0.178,0.365,0.087,0.0,1.19,0.431,,0.082,0.302,0.0,0.0,,,,,,,,,,,,,,
,HoneyHighve Extracts Berry White,"Concentrate, Inhalable",2017-01-25,,42,,,,,,0.0,0.007,0.18,0.012,0.002,0.0,0.0,0.078,0.004,0.003,0.205,0.471,0.203,0.0,1.358,0.084,,0.134,0.04,0.0,0.0,,,,,,,,,,,,,,
,Chocolope Kush,"Flower, Inhalable",2017-01-23,,46,,,,,,0.0,0.006,0.012,0.0,0.002,0.073,0.0,0.142,0.039,0.006,0.03,0.081,0.036,0.0,0.19,0.667,,0.057,0.265,0.0,0.0,,,,,,,,,,,,,,
,Skywalker Kush,"Flower, Inhalable",2017-01-23,,46,,,,,,0.0,0.012,0.012,0.0,0.003,0.0,0.0,0.065,0.059,0.006,0.035,0.063,0.084,0.0,0.203,0.194,,0.091,0.407,0.0,0.0,,,,,,,,,,,,,,
,Face Off OG,"Indica, Flower, Inhalable",2017-03-01,,47,,,,,,0.0,0.015,0.003,0.0,0.001,0.0,0.0,0.157,0.003,0.008,0.027,0.126,0.057,0.0,0.424,1.553,,0.111,0.725,0.0,0.0,,,,,,,,,,,,,,
,Vanilla Gorilla,"Hybrid, Flower, Inhalable",2017-03-01,,47,,,,,,0.0,0.012,0.004,0.0,0.004,0.0,0.0,0.133,0.004,0.013,0.101,0.295,0.045,0.0,1.014,0.597,,0.087,0.576,0.001,0.0,,,,,,,,,,,,,,
,Lemon Haze,"Sativa, Flower, Inhalable",2017-03-01,,47,,,,,,0.033,0.003,0.016,0.005,0.003,0.001,0.009,0.036,0.296,0.925,0.009,0.182,0.048,0.016,0.517,0.187,,0.088,0.147,0.018,0.003,,,,,,,,,,,,,,
,Face Off OG,"Indica, Flower, Inhalable",2017-04-05,,47,,,,,,0.0,0.014,0.002,0.0,0.0,0.0,0.0,0.133,0.0,0.006,0.023,0.072,0.054,0.0,0.225,0.849,,0.107,0.517,0.0,0.0,,,,,,,,,,,,,,
,RSO,"Concentrate, Inhalable",2017-04-12,,47,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.194,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Do-Si-Dos,"Indica, Flower, Inhalable",2017-05-10,,47,,,,,,0.0,0.006,0.013,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.043,0.175,0.023,0.0,0.463,0.161,,0.043,0.242,0.0,0.0,,,,,,,,,,,,,,
,Vanilla Gorilla,"Hybrid, Flower, Inhalable",2017-05-31,,47,,,,,,0.0,0.012,0.0,0.0,0.015,0.0,0.0,0.127,0.0,0.0,0.092,0.164,0.044,0.0,0.541,0.229,,0.088,0.437,0.0,0.0,,,,,,,,,,,,,,
,Grape Passion Fruit,"Hybrid, Flower, Inhalable",2017-05-31,,47,,,,,,0.0,0.005,0.006,0.0,0.006,0.0,0.0,0.072,0.0,0.005,0.142,0.095,0.019,0.0,0.324,0.059,,0.038,0.178,0.0,0.0,,,,,,,,,,,,,,
,Grape Passion Fruit,"Hybrid, Flower, Inhalable",2017-06-07,,47,,,,,,0.0,0.025,0.004,0.0,0.007,0.0,0.0,0.204,0.002,0.02,0.022,0.06,0.089,0.0,0.192,0.363,,0.173,0.78,0.0,0.0,,,,,,,,,,,,,,
,Faceoff OG - Batch 5,"Indica, Flower, Inhalable",2017-06-07,,47,,,,,,0.0,0.02,0.005,0.0,0.01,0.0,0.0,0.25,0.002,0.016,0.029,0.078,0.076,0.0,0.248,1.027,,0.15,0.773,0.0,0.0,,,,,,,,,,,,,,
,Face Off OG,"Indica, Flower, Inhalable",2017-07-13,,47,,,,,,0.0,0.02,0.003,0.0,0.005,0.0,0.0,0.202,0.002,0.008,0.019,0.083,0.074,0.0,0.277,0.905,,0.145,0.839,0.0,0.0,,,,,,,,,,,,,,
,Sunny D,"Hybrid, Flower, Inhalable",2017-07-13,,47,,,,,,0.0,0.003,0.007,0.0,0.0,0.002,0.0,0.078,0.0,0.003,0.019,0.065,0.105,0.0,0.236,0.478,,0.055,0.062,0.0,0.0,,,,,,,,,,,,,,
,Vanilla Gorilla,"Hybrid, Flower, Inhalable",2017-07-13,,47,,,,,,0.0,0.008,0.004,0.0,0.006,0.0,0.0,0.064,0.0,0.002,0.072,0.179,0.027,0.0,0.607,0.166,,0.056,0.379,0.0,0.0,,,,,,,,,,,,,,
,Grape Passion Fruit,"Hybrid, Flower, Inhalable",2017-08-09,,47,,,,,,0.0,0.006,0.004,0.0,0.002,0.0,0.0,0.073,0.0,0.006,0.117,0.092,0.023,0.0,0.322,0.141,,0.043,0.209,0.0,0.0,,,,,,,,,,,,,,
,Vanilla Gorilla,"Hybrid, Flower, Inhalable",2017-08-09,,47,,,,,,0.0,0.01,0.007,0.0,0.006,0.0,0.0,0.096,0.002,0.007,0.112,0.276,0.041,0.0,0.901,0.531,,0.078,0.46,0.0,0.0,,,,,,,,,,,,,,
,Face Off OG,"Indica, Flower, Inhalable",2017-08-09,,47,,,,,,0.0,0.021,0.006,0.0,0.012,0.004,0.0,0.226,0.002,0.018,0.052,0.137,0.074,0.0,0.438,0.867,,0.145,0.798,0.0,0.0,,,,,,,,,,,,,,
,Lemon Daze,"Sativa, Flower, Inhalable",2017-08-09,,47,,,,,,0.036,0.003,0.009,0.004,0.002,0.004,0.0,0.025,0.231,0.81,0.011,0.129,0.059,0.018,0.373,0.236,,0.097,0.147,0.017,0.003,,,,,,,,,,,,,,
,Mendo Breath,"Hybrid, Flower, Inhalable",2017-08-09,,47,,,,,,0.0,0.011,0.011,0.001,0.005,0.007,0.0,0.124,0.028,0.009,0.121,0.123,0.057,0.0,0.435,0.187,,0.083,0.467,0.0,0.0,,,,,,,,,,,,,,
,Night Terror OG,"Sativa, Flower, Inhalable",2017-08-09,,47,,,,,,0.0,0.007,0.003,0.0,0.0,0.006,0.0,0.186,0.0,0.004,0.046,0.05,0.288,0.0,0.146,0.584,,0.138,0.135,0.0,0.0,,,,,,,,,,,,,,
,Grape Passion Fruit,"Hybrid, Flower, Inhalable",2017-09-14,,47,,,,,,0.0,0.007,0.003,0.0,0.003,0.002,0.0,0.047,0.0,0.002,0.104,0.076,0.026,0.0,0.279,0.135,,0.049,0.206,0.0,0.0,,,,,,,,,,,,,,
,Face Off OG,"Indica, Flower, Inhalable",2017-09-14,,47,,,,,,0.0,0.015,0.004,0.0,0.008,0.004,0.0,0.16,0.002,0.006,0.041,0.108,0.053,0.0,0.362,0.878,,0.109,0.57,0.0,0.0,,,,,,,,,,,,,,
,Chem Dawg,"Hybrid, Flower, Inhalable",2017-10-05,,47,,,,,,0.0,0.008,0.004,0.0,0.0,0.068,0.0,0.02,0.0,0.0,0.028,0.087,0.146,0.0,0.253,1.758,,0.099,0.22,0.0,0.0,,,,,,,,,,,,,,
,Face Off OG,"Indica, Flower, Inhalable",2017-11-02,,47,,,,,,0.0,0.021,0.007,0.0,0.01,0.0,0.008,0.235,0.002,0.019,0.042,0.167,0.077,0.0,0.557,1.056,,0.145,0.863,0.0,0.0,,,,,,,,,,,,,,
,Vanilla Gorilla,"Hybrid, Flower, Inhalable",2017-11-09,,47,,,,,,0.0,0.015,0.009,0.002,0.014,0.003,0.0,0.085,0.002,0.008,0.103,0.173,0.049,0.0,0.579,0.411,,0.094,0.54,0.0,0.0,,,,,,,,,,,,,,
,Face Off OG Shatter,"Concentrate, Inhalable",2017-11-09,,47,,,,,,0.0,0.044,0.042,0.0,0.02,0.0,0.02,0.562,0.0,0.039,0.112,0.467,0.153,0.0,1.507,0.723,,0.274,0.901,0.0,0.0,,,,,,,,,,,,,,
,Lemon Cake Crumble,"Concentrate, Inhalable",2017-11-17,,47,,,,,,0.021,0.0,0.124,0.0,0.0,0.0,0.02,0.031,0.115,0.707,0.0,0.447,0.044,0.013,1.143,0.09,,0.093,0.111,0.013,0.0,,,,,,,,,,,,,,
,Vanilla Gorilla,"Hybrid, Flower, Inhalable",2017-12-06,,47,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.255,0.024,0.0,0.83,0.397,,0.048,0.289,0.0,0.0,,,,,,,,,,,,,,
,Tangie Sky,"Sativa, Flower, Inhalable",2017-12-13,,47,,,,,,0.0,0.009,0.012,0.003,0.0,0.0,0.003,0.114,0.0,0.002,0.144,0.227,0.533,0.0,0.678,0.73,,0.253,0.143,0.0,0.0,,,,,,,,,,,,,,
,Green Goat RK47,"Flower, Inhalable",2017-09-22,,48,,,,,,0.0,0.003,0.014,0.003,0.001,0.004,0.0,0.016,0.141,0.042,0.009,0.092,0.084,0.0,0.256,0.857,,0.046,0.061,0.0,0.0,,,,,,,,,,,,,,
,Green Goat SFVOG,"Flower, Inhalable",2017-09-22,,48,,,,,,0.0,0.007,0.013,0.0,0.001,0.0,0.0,0.063,0.0,0.003,0.063,0.128,0.024,0.0,0.422,0.55,,0.047,0.24,0.0,0.0,,,,,,,,,,,,,,
,Green Goat HP,"Flower, Inhalable",2017-09-22,,48,,,,,,0.0,0.013,0.004,0.004,0.0,0.036,0.0,0.006,0.009,0.002,0.0,0.057,0.758,0.0,0.218,0.044,,0.307,0.26,0.0,0.0,,,,,,,,,,,,,,
,Molecular Farms - XXX Cheez,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.006,0.011,0.0,0.0,0.004,0.0,0.075,0.0,0.021,0.066,0.125,0.027,0.0,0.451,0.616,,0.053,0.329,0.004,0.0,,,,,,,,,,,,,,
,Green Goat Mendopineapple,"Flower, Inhalable",2017-09-22,,48,,,,,,0.0,0.002,0.01,0.003,0.001,0.0,0.0,0.019,0.179,0.0,0.004,0.123,0.086,0.0,0.326,1.025,,0.038,0.029,0.0,0.0,,,,,,,,,,,,,,
,Humboldt Tangie x Headband,"Concentrate, Inhalable",2017-09-22,,48,,,,,,0.0,0.0,0.589,0.03,0.036,0.555,0.0,0.921,0.009,0.065,2.534,3.325,0.012,0.012,9.103,0.066,,0.028,0.238,0.018,0.0,,,,,,,,,,,,,,
,Harle-tsuX CVKX Bluezilla,"Concentrate, Inhalable",2017-10-27,,48,,,,,,0.0,0.0,0.029,0.003,0.0,0.132,0.0,0.026,0.0,0.013,0.709,0.117,0.033,0.0,0.279,0.038,,0.016,0.034,0.0,0.0,,,,,,,,,,,,,,
,CVK X Dream Queen X Choc HB,"Concentrate, Inhalable",2017-10-27,,48,,,,,,0.0,0.0,0.029,0.007,0.0,0.018,0.0,0.039,0.004,0.016,0.154,0.139,0.072,0.0,0.373,0.077,,0.035,0.07,0.0,0.0,,,,,,,,,,,,,,
,Lucid Blue,"Flower, Inhalable",2017-08-04,,52,,,,,,0.0,0.009,0.008,0.001,0.0,0.006,0.0,0.056,0.001,0.003,0.1,0.049,0.476,0.0,0.178,0.222,,0.206,0.117,0.0,0.0,,,,,,,,,,,,,,
,Green Crack,"Flower, Inhalable",2017-01-19,,55,,,,,,0.0,0.005,0.026,0.0,0.004,0.014,0.0,0.024,0.121,0.0,0.079,0.08,0.106,0.0,0.186,0.359,,0.064,0.16,0.0,0.0,,,,,,,,,,,,,,
,Pineapple OG,"Flower, Inhalable",2017-01-19,,55,,,,,,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.022,0.271,0.0,0.082,0.171,0.141,0.0,0.431,1.233,,0.054,0.074,0.0,0.0,,,,,,,,,,,,,,
,Gorilla Glue,"Concentrate, Inhalable",2017-01-19,,55,,,,,,0.0,0.0,0.07,0.0,0.0,0.038,0.0,0.183,0.0,0.0,0.518,0.76,0.118,0.0,2.347,0.258,,0.074,0.262,0.0,0.0,,,,,,,,,,,,,,
,Sour Diesel,"Concentrate, Inhalable",2017-01-19,,55,,,,,,0.0,0.019,0.045,0.0,0.0,0.0,0.0,0.509,0.0,0.0,0.308,0.482,0.082,0.0,1.192,0.223,,0.142,0.751,0.0,0.0,,,,,,,,,,,,,,
,My Indoor,"Concentrate, Inhalable",2017-01-19,,55,,,,,,0.0,0.0,0.16,0.0,0.0,0.023,0.0,0.201,0.028,0.0,0.287,0.468,0.112,0.0,1.166,0.111,,0.072,0.132,0.0,0.0,,,,,,,,,,,,,,
,Green Crack,"Concentrate, Inhalable",2017-01-19,,55,,,,,,0.0,0.0,0.224,0.0,0.0,0.01,0.0,0.202,0.034,0.0,0.453,0.545,0.207,0.0,1.312,0.14,,0.135,0.143,0.0,0.0,,,,,,,,,,,,,,
,Sour OG,"Concentrate, Inhalable",2017-01-19,,55,,,,,,0.0,0.0,0.073,0.0,0.023,0.012,0.0,0.189,0.0,0.0,0.425,0.631,0.032,0.0,1.738,0.024,,0.037,0.158,0.0,0.0,,,,,,,,,,,,,,
,Shark Shock,"Concentrate, Inhalable",2017-01-19,,55,,,,,,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.123,0.057,0.029,0.402,0.763,0.628,0.0,1.904,0.209,,0.297,0.124,0.0,0.0,,,,,,,,,,,,,,
,Green House Shake,"Concentrate, Inhalable",2017-01-19,,55,,,,,,0.0,0.0,0.146,0.0,0.0,0.011,0.0,0.09,0.0,0.0,0.353,0.416,0.028,0.0,1.152,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
,Agent O,"Concentrate, Inhalable",2017-01-19,,55,,,,,,0.0,0.0,0.06,0.0,0.0,0.256,0.0,0.142,0.0,0.314,0.389,0.24,0.203,0.0,0.732,0.399,,0.161,0.208,0.01,0.0,,,,,,,,,,,,,,
,Pineapple OG,"Concentrate, Inhalable",2017-01-19,,55,,,,,,0.0,0.02,0.162,0.0,0.0,0.031,0.0,0.162,0.0,0.011,0.315,0.514,0.198,0.0,1.343,0.08,,0.152,0.246,0.0,0.0,,,,,,,,,,,,,,
,Lemon Kush (RonT1),"Shatter, Concentrate, Inhalable",2017-04-20,,60,,,,,,0.0,0.0,0.05,0.0,0.015,0.106,0.0,0.011,0.006,0.0,0.216,0.033,0.005,0.0,0.097,0.035,,0.003,0.004,0.0,0.0,,,,,,,,,,,,,,
,Grouch Sugar (RB26),"Concentrate, Inhalable",2017-04-20,,60,,,,,,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.407,0.007,0.011,0.108,0.163,0.084,0.0,0.533,1.181,,0.103,0.506,0.0,0.0,,,,,,,,,,,,,,
,Grouch Batter (RB26),"Concentrate, Inhalable",2017-04-20,,60,,,,,,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.425,0.0,0.019,0.105,0.146,0.04,0.0,0.478,2.386,,0.113,0.717,0.0,0.0,,,,,,,,,,,,,,
,Eddie's Materials,"Concentrate, Inhalable",2017-05-02,,60,,,,,,0.0,0.0,0.113,0.009,0.004,0.048,0.0,0.066,0.0,0.006,0.202,0.21,0.063,0.0,0.568,0.024,,0.044,0.056,0.0,0.0,,,,,,,,,,,,,,
,SFV,"Concentrate, Inhalable",2017-07-13,,60,,,,,,0.0,0.015,0.109,0.0,0.005,0.008,0.0,0.165,0.0,0.018,0.202,0.432,0.044,0.0,1.326,0.056,,0.053,0.096,0.0,0.0,,,,,,,,,,,,,,
,Blue Dream,"Concentrate, Inhalable",2017-07-13,,60,,,,,,0.0,0.019,0.049,0.0,0.0,0.054,0.0,0.092,0.024,0.027,0.269,0.249,0.35,0.0,0.892,0.664,,0.212,0.51,0.0,0.0,,,,,,,,,,,,,,
,Lemon Larry OG,"Concentrate, Inhalable",2017-08-24,,60,,,,,,0.0,0.011,0.121,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.181,0.31,0.028,0.0,0.996,0.043,,0.058,0.097,0.0,0.0,,,,,,,,,,,,,,
,Jack Herer,"Concentrate, Inhalable",2017-08-24,,60,,,,,,0.031,0.0,0.034,0.014,0.0,0.0,0.0,0.03,0.113,0.885,0.015,0.236,0.055,0.029,0.621,0.064,,0.103,0.09,0.009,0.0,,,,,,,,,,,,,,
,Molecular Farms - Kiwi Berry Cake,"Flower, Inhalable",2017-11-14,,1,,,,,,0.0,0.008,0.004,0.0,0.003,0.0,0.0,0.074,0.004,0.005,0.0,0.042,0.03,0.0,0.116,0.182,,0.053,0.315,0.0,0.0,,,,,,,,,,,,,,
,Fire OG,"Concentrate, Inhalable",2017-08-31,,60,,,,,,0.0,0.019,0.13,0.0,0.002,0.009,0.0,0.28,0.0,0.013,0.26,0.392,0.056,0.0,1.212,0.244,,0.114,0.344,0.0,0.0,,,,,,,,,,,,,,
